years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted,Candidate Score,Candidate Rank,Fit Level,Prediction
15,87.5,1,10,642,402,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,96.5,0,13,771,468,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,56.6,0,9,745,274,Shortlisted,89.5,22.0,High Fit,Shortlisted
9,86.3,1,5,591,198,Shortlisted,93.0,15.0,High Fit,Shortlisted
1,95.0,2,9,515,198,Shortlisted,66.5,68.0,Medium Fit,Shortlisted
9,89.2,2,10,468,342,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,90.0,0,17,840,550,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,59.7,3,14,600,271,Shortlisted,91.5,18.0,High Fit,Shortlisted
0,53.9,2,9,641,140,Rejected,6.5,188.0,Low Fit,Rejected
0,51.5,2,3,348,0,Rejected,0.0,201.0,,Rejected
11,66.2,0,8,673,365,Shortlisted,99.0,3.0,High Fit,Shortlisted
13,83.6,2,10,851,402,Shortlisted,99.5,2.0,High Fit,Shortlisted
7,83.6,3,7,478,243,Shortlisted,98.0,5.0,High Fit,Shortlisted
6,56.6,0,8,604,272,Shortlisted,43.0,115.0,Low Fit,Rejected
13,82.0,2,20,860,620,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,80.0,2,11,342,297,Shortlisted,97.0,7.0,High Fit,Shortlisted
12,49.7,0,21,898,660,Shortlisted,81.5,38.0,High Fit,Shortlisted
3,77.7,0,4,474,122,Rejected,5.0,191.0,Low Fit,Rejected
5,66.2,1,8,694,209,Rejected,62.0,77.0,Medium Fit,Shortlisted
14,88.9,0,16,712,539,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,94.3,1,10,697,334,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,79.3,2,7,384,242,Shortlisted,76.5,48.0,Medium Fit,Shortlisted
10,90.4,2,14,665,382,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,93.2,3,24,607,613,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,71.4,0,12,528,268,Shortlisted,98.0,5.0,High Fit,Shortlisted
3,54.8,0,12,494,348,Shortlisted,76.0,49.0,Medium Fit,Shortlisted
2,42.6,1,7,424,22,Rejected,0.0,201.0,,Rejected
3,73.1,2,13,224,221,Rejected,10.5,180.0,Low Fit,Rejected
5,73.4,0,5,507,255,Rejected,24.5,152.0,Low Fit,Rejected
10,83.4,2,12,643,363,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,44.8,1,7,648,238,Rejected,15.0,171.0,Low Fit,Rejected
6,29.7,0,9,492,286,Rejected,33.0,135.0,Low Fit,Rejected
13,84.3,0,9,751,303,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,53.5,1,13,749,472,Shortlisted,99.5,2.0,High Fit,Shortlisted
11,88.0,2,17,755,480,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,0,21,900,658,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,68.5,0,11,458,228,Shortlisted,76.0,49.0,Medium Fit,Shortlisted
7,68.7,2,9,606,318,Shortlisted,93.5,14.0,High Fit,Shortlisted
6,53.8,0,6,588,195,Rejected,7.0,187.0,Low Fit,Rejected
1,46.3,1,5,413,118,Rejected,0.0,201.0,,Rejected
12,88.4,3,16,762,444,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,87.6,0,11,655,330,Shortlisted,96.0,9.0,High Fit,Shortlisted
8,79.4,2,12,670,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,64.9,2,5,216,159,Rejected,7.0,187.0,Low Fit,Rejected
14,95.6,0,17,779,612,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,85.6,0,3,324,230,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
15,87.7,1,19,745,599,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,66.4,0,8,436,221,Rejected,7.0,187.0,Low Fit,Rejected
12,60.4,2,19,737,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,67.1,0,16,850,550,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,41.2,0,8,342,280,Rejected,11.0,179.0,Low Fit,Rejected
5,64.6,0,9,320,269,Rejected,75.0,51.0,Medium Fit,Shortlisted
10,65.0,0,10,528,272,Shortlisted,99.0,3.0,High Fit,Shortlisted
3,59.8,2,6,431,223,Rejected,32.0,137.0,Low Fit,Rejected
15,78.6,2,21,874,696,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,61.9,2,14,292,468,Shortlisted,98.0,5.0,High Fit,Shortlisted
6,45.4,2,14,630,422,Shortlisted,98.5,4.0,High Fit,Shortlisted
4,68.8,0,12,322,308,Shortlisted,87.5,26.0,High Fit,Shortlisted
12,95.8,2,13,667,513,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,66.5,0,10,779,232,Shortlisted,79.5,42.0,Medium Fit,Shortlisted
14,98.5,3,13,900,474,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,82.5,0,14,641,453,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,85.4,3,10,499,299,Shortlisted,98.5,4.0,High Fit,Shortlisted
6,85.9,2,4,520,133,Shortlisted,94.5,12.0,High Fit,Shortlisted
13,100.0,2,13,661,530,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,93.2,0,7,494,172,Shortlisted,79.0,43.0,Medium Fit,Shortlisted
5,38.6,0,6,309,203,Rejected,2.0,197.0,Low Fit,Rejected
6,76.5,0,8,475,208,Rejected,26.0,149.0,Low Fit,Rejected
6,51.3,0,5,310,233,Rejected,27.0,147.0,Low Fit,Rejected
9,100.0,3,6,348,285,Shortlisted,96.5,8.0,High Fit,Shortlisted
13,88.2,2,15,822,444,Shortlisted,99.5,2.0,High Fit,Shortlisted
1,67.4,2,4,238,7,Rejected,2.0,197.0,Low Fit,Rejected
13,85.3,0,20,529,621,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,74.2,1,11,610,338,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,88.0,2,8,315,106,Shortlisted,75.0,51.0,Medium Fit,Shortlisted
13,100.0,0,20,733,662,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,100.0,2,17,601,453,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,70.3,2,10,397,269,Shortlisted,96.0,9.0,High Fit,Shortlisted
13,51.6,0,13,798,503,Shortlisted,99.5,2.0,High Fit,Shortlisted
9,90.5,2,16,614,368,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,56.5,2,3,818,173,Rejected,8.0,185.0,Low Fit,Rejected
6,67.8,2,7,605,248,Shortlisted,90.0,21.0,High Fit,Shortlisted
4,64.6,0,10,567,264,Shortlisted,87.5,26.0,High Fit,Shortlisted
0,57.5,0,6,365,100,Rejected,0.0,201.0,,Rejected
13,93.2,0,19,760,636,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,49.4,2,5,530,7,Rejected,0.0,201.0,,Rejected
12,86.4,1,15,658,447,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,74.4,2,9,365,387,Rejected,36.0,129.0,Low Fit,Rejected
7,100.0,0,8,587,318,Shortlisted,96.5,8.0,High Fit,Shortlisted
7,55.1,3,18,394,540,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,84.9,3,18,521,496,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,2,18,900,614,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,51.3,0,6,378,187,Rejected,0.5,200.0,Low Fit,Rejected
5,58.9,0,10,524,241,Shortlisted,81.5,38.0,High Fit,Shortlisted
14,100.0,0,23,854,629,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,93.6,1,13,737,482,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,65.3,2,16,784,454,Shortlisted,99.0,3.0,High Fit,Shortlisted
15,69.0,2,20,813,684,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,94.3,0,15,750,487,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,76.3,0,9,439,231,Shortlisted,80.5,40.0,High Fit,Shortlisted
2,73.8,2,6,287,243,Rejected,33.0,135.0,Low Fit,Rejected
3,69.0,3,6,663,194,Rejected,12.5,176.0,Low Fit,Rejected
14,98.4,0,15,792,501,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,85.5,0,4,512,62,Rejected,22.5,156.0,Low Fit,Rejected
5,98.0,3,18,731,506,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,66.7,1,14,684,524,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,100.0,2,13,873,360,Shortlisted,93.5,14.0,High Fit,Shortlisted
14,99.1,2,14,716,542,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,50.1,0,9,492,284,Shortlisted,85.0,31.0,High Fit,Shortlisted
14,92.1,0,9,868,422,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,94.7,2,17,791,578,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,85.8,0,12,900,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,82.4,0,14,683,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,98.0,0,11,900,253,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,92.1,0,15,687,540,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,70.4,2,16,559,460,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,63.0,3,6,243,137,Rejected,7.0,187.0,Low Fit,Rejected
14,84.4,3,23,663,668,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,56.9,0,6,381,126,Shortlisted,8.0,185.0,Low Fit,Rejected
12,94.8,0,14,670,338,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,89.5,0,13,311,382,Shortlisted,95.0,11.0,High Fit,Shortlisted
7,75.8,3,12,564,401,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,0,6,833,344,Shortlisted,99.5,2.0,High Fit,Shortlisted
11,86.1,0,16,645,361,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,83.2,2,6,661,158,Shortlisted,98.0,5.0,High Fit,Shortlisted
5,95.5,0,10,287,241,Shortlisted,94.0,13.0,High Fit,Shortlisted
13,88.4,0,16,723,410,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,69.5,0,10,453,334,Rejected,81.5,38.0,High Fit,Shortlisted
8,89.8,2,9,370,255,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,66.8,2,10,574,446,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,58.0,2,8,603,270,Rejected,19.5,162.0,Low Fit,Rejected
8,77.4,0,11,555,392,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,70.3,0,6,547,135,Rejected,1.0,199.0,Low Fit,Rejected
13,90.9,2,18,900,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,71.9,2,14,821,508,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,63.7,1,13,835,392,Shortlisted,99.0,3.0,High Fit,Shortlisted
0,46.5,1,2,330,0,Rejected,0.0,201.0,,Rejected
15,94.9,2,16,900,516,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,52.0,0,12,484,276,Shortlisted,97.5,6.0,High Fit,Shortlisted
7,92.6,0,10,670,297,Shortlisted,99.0,3.0,High Fit,Shortlisted
10,82.2,0,13,679,366,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,75.3,3,14,590,275,Shortlisted,96.5,8.0,High Fit,Shortlisted
7,72.7,2,15,429,401,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,47.9,0,14,460,404,Rejected,29.5,142.0,Low Fit,Rejected
12,86.6,2,14,604,514,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,70.7,0,3,230,42,Rejected,0.0,201.0,,Rejected
4,63.2,0,6,493,159,Shortlisted,63.5,74.0,Medium Fit,Shortlisted
13,99.5,0,20,829,502,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,74.6,0,17,697,568,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,81.4,3,8,610,310,Shortlisted,92.5,16.0,High Fit,Shortlisted
15,85.8,0,14,900,498,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,62.7,1,4,334,149,Rejected,1.0,199.0,Low Fit,Rejected
0,78.0,3,6,319,40,Rejected,21.0,159.0,Low Fit,Rejected
4,49.3,0,5,665,177,Rejected,3.0,195.0,Low Fit,Rejected
9,85.2,0,9,649,291,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,87.3,0,12,577,365,Shortlisted,99.0,3.0,High Fit,Shortlisted
11,100.0,3,18,895,545,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,74.6,0,15,826,393,Rejected,29.5,142.0,Low Fit,Rejected
6,38.0,0,10,599,221,Rejected,16.0,169.0,Low Fit,Rejected
11,56.5,2,13,651,550,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,71.7,3,15,431,451,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,80.5,2,4,334,36,Rejected,7.5,186.0,Low Fit,Rejected
0,90.5,0,6,519,82,Rejected,7.0,187.0,Low Fit,Rejected
14,83.2,2,13,701,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,92.0,2,11,816,374,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,22.5,2,8,314,179,Rejected,0.0,201.0,,Rejected
1,73.0,2,9,407,169,Shortlisted,74.0,53.0,Medium Fit,Shortlisted
0,59.5,0,3,370,128,Rejected,1.0,199.0,Low Fit,Rejected
3,63.5,2,5,427,79,Shortlisted,62.5,76.0,Medium Fit,Shortlisted
9,64.8,2,5,589,312,Shortlisted,91.0,19.0,High Fit,Shortlisted
8,68.2,0,18,504,436,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,59.3,0,10,506,327,Shortlisted,94.5,12.0,High Fit,Shortlisted
3,50.6,0,8,202,262,Rejected,2.5,196.0,Low Fit,Rejected
12,66.2,2,17,602,458,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,52.0,2,11,426,243,Rejected,11.5,178.0,Low Fit,Rejected
6,52.2,0,8,741,281,Rejected,8.5,184.0,Low Fit,Rejected
13,95.9,2,18,670,603,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,64.0,2,15,653,415,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,80.2,3,11,584,330,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,48.6,1,9,350,232,Rejected,39.5,122.0,Low Fit,Rejected
0,41.7,0,4,273,169,Rejected,0.0,201.0,,Rejected
0,44.9,2,8,396,168,Rejected,7.5,186.0,Low Fit,Rejected
3,78.2,0,1,240,61,Rejected,3.0,195.0,Low Fit,Rejected
3,60.8,0,12,303,265,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
0,46.3,0,5,476,133,Rejected,0.0,201.0,,Rejected
5,56.2,2,7,544,259,Shortlisted,82.5,36.0,High Fit,Shortlisted
9,55.3,0,14,481,474,Rejected,33.0,135.0,Low Fit,Rejected
1,48.7,0,3,233,184,Rejected,0.0,201.0,,Rejected
10,56.0,0,9,730,312,Rejected,39.0,123.0,Low Fit,Rejected
4,59.0,0,5,438,150,Rejected,10.0,181.0,Low Fit,Rejected
7,68.4,3,11,675,373,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,73.8,0,16,664,449,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,83.8,2,10,538,179,Shortlisted,86.0,29.0,High Fit,Shortlisted
15,83.8,0,19,879,494,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,70.8,0,11,734,406,Shortlisted,98.5,4.0,High Fit,Shortlisted
6,96.2,3,14,680,436,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,60.6,3,10,580,302,Shortlisted,98.0,5.0,High Fit,Shortlisted
0,50.2,0,8,428,72,Rejected,0.0,201.0,,Rejected
4,42.3,0,7,607,170,Rejected,3.0,195.0,Low Fit,Rejected
11,80.6,0,13,791,377,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,90.6,0,12,644,336,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,28.9,2,6,377,131,Rejected,0.5,200.0,Low Fit,Rejected
3,76.4,0,3,493,51,Rejected,1.0,199.0,Low Fit,Rejected
3,71.9,2,12,686,237,Shortlisted,87.0,27.0,High Fit,Shortlisted
10,81.8,2,12,668,340,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,60.9,0,14,824,418,Shortlisted,96.0,9.0,High Fit,Shortlisted
6,84.8,2,12,571,336,Shortlisted,98.5,4.0,High Fit,Shortlisted
9,100.0,2,17,653,487,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,75.1,2,16,609,439,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,74.2,3,14,647,424,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,81.6,2,16,740,517,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,73.3,2,6,575,274,Shortlisted,94.0,13.0,High Fit,Shortlisted
4,70.3,3,11,394,162,Shortlisted,91.0,19.0,High Fit,Shortlisted
12,100.0,2,12,750,369,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,80.5,0,21,744,658,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,83.9,0,17,700,568,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,100.0,2,15,583,362,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,91.5,0,7,644,250,Shortlisted,93.0,15.0,High Fit,Shortlisted
2,45.8,0,10,684,188,Rejected,5.5,190.0,Low Fit,Rejected
2,87.7,0,7,553,182,Rejected,13.0,175.0,Low Fit,Rejected
2,85.9,2,10,378,287,Shortlisted,94.0,13.0,High Fit,Shortlisted
11,100.0,2,17,726,562,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,54.1,0,5,593,104,Rejected,0.0,201.0,,Rejected
5,70.7,0,7,346,254,Shortlisted,81.0,39.0,High Fit,Shortlisted
14,83.4,2,8,759,504,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,71.1,2,3,530,38,Shortlisted,18.0,165.0,Low Fit,Rejected
7,100.0,2,18,563,342,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,85.6,0,12,670,441,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,61.5,2,15,762,548,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,77.7,2,16,728,531,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,71.7,0,15,743,560,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,96.1,2,11,321,218,Shortlisted,97.0,7.0,High Fit,Shortlisted
10,60.8,1,8,661,428,Shortlisted,92.5,16.0,High Fit,Shortlisted
11,77.1,2,12,674,486,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,63.7,2,13,636,396,Shortlisted,92.5,16.0,High Fit,Shortlisted
15,100.0,0,15,714,549,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,12,579,439,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,84.0,0,11,384,371,Shortlisted,98.0,5.0,High Fit,Shortlisted
1,66.7,2,11,324,189,Rejected,16.0,169.0,Low Fit,Rejected
11,82.7,0,16,542,472,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,78.6,0,9,806,298,Shortlisted,91.0,19.0,High Fit,Shortlisted
10,100.0,0,15,582,551,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,46.5,0,5,471,279,Rejected,5.0,191.0,Low Fit,Rejected
15,49.8,2,20,879,686,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,95.9,2,10,618,464,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,100.0,0,6,736,161,Shortlisted,97.0,7.0,High Fit,Shortlisted
6,72.3,0,7,396,212,Shortlisted,55.5,90.0,Low Fit,Shortlisted
1,29.8,0,10,390,306,Rejected,12.0,177.0,Low Fit,Rejected
13,98.4,2,14,698,357,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,65.5,0,18,725,656,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,48.2,0,6,451,273,Shortlisted,69.5,62.0,Medium Fit,Shortlisted
6,58.6,2,9,592,230,Rejected,31.5,138.0,Low Fit,Rejected
4,41.4,0,7,545,191,Rejected,4.0,193.0,Low Fit,Rejected
8,76.6,0,16,728,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,73.8,0,12,894,418,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,43.5,0,9,690,248,Rejected,7.0,187.0,Low Fit,Rejected
13,100.0,1,12,900,343,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,79.3,2,20,753,451,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,82.3,0,14,726,502,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,98.8,0,10,438,363,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,95.7,0,13,494,577,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,89.9,2,6,197,259,Rejected,5.5,190.0,Low Fit,Rejected
13,76.8,2,15,706,515,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,91.0,2,17,603,383,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,92.9,0,14,716,472,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,90.2,2,10,598,223,Shortlisted,97.0,7.0,High Fit,Shortlisted
6,77.7,1,11,584,372,Shortlisted,88.5,24.0,High Fit,Shortlisted
7,59.9,0,11,446,199,Shortlisted,85.0,31.0,High Fit,Shortlisted
1,97.4,1,1,535,40,Rejected,9.0,183.0,Low Fit,Rejected
2,23.1,1,5,328,202,Rejected,0.0,201.0,,Rejected
8,60.5,0,10,618,243,Shortlisted,94.0,13.0,High Fit,Shortlisted
0,67.7,0,6,486,62,Rejected,1.0,199.0,Low Fit,Rejected
15,91.9,0,15,722,502,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,81.0,3,11,697,362,Shortlisted,99.5,2.0,High Fit,Shortlisted
7,86.0,2,8,724,327,Shortlisted,99.0,3.0,High Fit,Shortlisted
6,64.4,3,4,564,401,Shortlisted,65.5,70.0,Medium Fit,Shortlisted
12,89.6,1,8,621,342,Shortlisted,99.0,3.0,High Fit,Shortlisted
13,85.3,2,13,733,356,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,100.0,2,12,743,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,90.4,3,11,837,582,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,72.5,0,4,393,186,Rejected,8.0,185.0,Low Fit,Rejected
3,76.8,2,10,577,150,Shortlisted,86.5,28.0,High Fit,Shortlisted
9,84.6,1,9,477,467,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,71.6,1,14,622,286,Shortlisted,99.5,2.0,High Fit,Shortlisted
12,77.2,0,13,868,528,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,81.4,3,11,724,425,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,78.3,1,7,743,304,Shortlisted,97.5,6.0,High Fit,Shortlisted
13,55.0,0,13,791,460,Shortlisted,99.0,3.0,High Fit,Shortlisted
9,87.6,3,22,489,619,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,73.2,0,6,427,155,Rejected,18.5,164.0,Low Fit,Rejected
11,100.0,2,15,832,468,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,81.3,2,12,806,461,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,75.8,1,10,726,376,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,55.4,1,4,454,62,Rejected,0.0,201.0,,Rejected
12,64.9,0,14,726,476,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,72.9,3,12,334,264,Shortlisted,91.5,18.0,High Fit,Shortlisted
13,67.1,2,15,795,465,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,77.9,0,8,607,144,Rejected,13.0,175.0,Low Fit,Rejected
3,72.4,0,13,477,314,Shortlisted,86.5,28.0,High Fit,Shortlisted
6,76.0,0,7,292,278,Shortlisted,64.0,73.0,Medium Fit,Shortlisted
8,67.7,2,11,541,445,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,92.8,0,7,474,289,Shortlisted,97.0,7.0,High Fit,Shortlisted
10,61.2,0,13,742,423,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,86.0,2,16,647,460,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,66.0,0,23,627,712,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,72.3,1,14,732,531,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,94.3,2,11,514,311,Shortlisted,99.0,3.0,High Fit,Shortlisted
4,76.3,2,5,384,213,Shortlisted,81.0,39.0,High Fit,Shortlisted
5,53.7,0,8,654,262,Shortlisted,76.0,49.0,Medium Fit,Shortlisted
1,55.4,2,12,475,327,Shortlisted,43.0,115.0,Low Fit,Rejected
15,81.8,0,18,899,458,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,72.7,2,20,550,675,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,85.3,2,12,554,447,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,2,20,534,625,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,78.9,2,16,658,412,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,94.2,2,6,526,167,Shortlisted,80.5,40.0,High Fit,Shortlisted
4,65.4,0,2,513,93,Rejected,3.5,194.0,Low Fit,Rejected
1,64.3,0,6,585,116,Rejected,0.5,200.0,Low Fit,Rejected
2,65.4,0,7,372,160,Rejected,4.0,193.0,Low Fit,Rejected
3,41.8,2,8,510,228,Rejected,12.0,177.0,Low Fit,Rejected
5,74.3,0,5,490,315,Rejected,45.5,110.0,Low Fit,Rejected
4,29.0,0,6,273,200,Rejected,1.0,199.0,Low Fit,Rejected
9,82.4,2,6,572,211,Shortlisted,97.0,7.0,High Fit,Shortlisted
3,61.4,1,3,262,98,Rejected,0.5,200.0,Low Fit,Rejected
12,62.2,2,17,900,488,Shortlisted,97.5,6.0,High Fit,Shortlisted
15,88.5,0,17,900,589,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,81.1,0,13,540,451,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,57.2,0,5,324,116,Rejected,1.0,199.0,Low Fit,Rejected
11,77.3,0,19,654,599,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,68.7,0,14,512,435,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,66.6,0,11,361,351,Rejected,78.5,44.0,Medium Fit,Shortlisted
4,78.5,0,8,543,228,Rejected,13.5,174.0,Low Fit,Rejected
10,77.7,2,13,652,371,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,68.7,0,4,619,235,Rejected,13.5,174.0,Low Fit,Rejected
0,71.0,2,8,340,266,Shortlisted,71.0,59.0,Medium Fit,Shortlisted
3,100.0,2,15,255,351,Shortlisted,95.0,11.0,High Fit,Shortlisted
10,74.6,0,17,617,483,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,62.0,0,16,900,526,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,47.5,1,4,467,190,Rejected,0.0,201.0,,Rejected
7,88.0,3,12,783,336,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,100.0,2,13,643,377,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,66.8,1,10,719,310,Shortlisted,95.0,11.0,High Fit,Shortlisted
11,82.6,2,12,804,448,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,95.3,3,15,802,596,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,63.7,2,10,564,342,Shortlisted,98.0,5.0,High Fit,Shortlisted
0,80.5,0,5,203,170,Rejected,2.0,197.0,Low Fit,Rejected
4,83.0,0,8,427,233,Shortlisted,87.5,26.0,High Fit,Shortlisted
